Downloaded from: https://gender-pay-gap.service.gov.uk/,,,,,,,,,,,,,,,,,,,,,,,,
Correct as of: 9th February 2020,,,,,,,,,,,,,,,,,,,,,,,,
EmployerName,Address,CompanyNumber,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,CompanyLinkToGPGInfo,ResponsiblePerson,EmployerSize,CurrentName,SubmittedAfterTheDeadline,DueDate,DateSubmitted
THE BLACK COUNTRY LIVING MUSEUM TRUST,"Tipton Rd,
Dudley,
West Midlands,
DY1 4SQ",1226321,91020,-0.8,0.4,nan,,0,0,42,58,49,51,57,43,43,57,,Craig Edmondson (Finance Director),250 to 499,THE BLACK COUNTRY LIVING MUSEUM TRUST,FALSE,05/04/2020 00:00,06/12/2019 15:46
THE BRIGSHAW LEARNING PARTNERSHIP,"Brigshaw High School,
Brigshaw Lane,
Allerton Bywater,
United Kingdom,
WF10 2HR",10301662,"85100,
85200,
85310,
85600",19.2,33.2,nan,,0,0,7.7,92.3,12.5,87.5,23.3,76.7,25,75,https://www.brigshawlearningpartnership.com/assets/Documents/Company-Documents/Item-7-Draft-BLP-Gender-Pay-Gap-Report-to-FR-for-snapshot-date-31st-March-2019.pdf,None,250 to 499,THE BRIGSHAW LEARNING PARTNERSHIP,FALSE,31/03/2020 00:00,06/01/2020 09:17
THE BRITISH LIBRARY TRUST,"Ricky Olejnik The British Library Trust,
The British Library,
London,
United Kingdom,
NW1 2DB",,"1,
91011",5.9,2,98.2,98.2,0.3,0.1,40,60,45,55,44,56,50,50,https://www.bl.uk/britishlibrary/~/media/bl/global/about%20us/freedom%20of%20information/publication%20scheme/2%20what%20we%20spend/gender%20pay%20gap%202019.pdf,None,1000 to 4999,THE BRITISH LIBRARY TRUST,FALSE,31/03/2020 00:00,30/01/2020 16:25
The British Museum,"Great Russell Street,
London,
WC1B 3DG",,"1,
84110",1,-8,50,3,62,38,55,45,42,58,32,68,45,55,https://www.britishmuseum.org/pdf/BM_Diversity%20summary_March_2019.pdf,None,500 to 999,The British Museum,FALSE,31/03/2020 00:00,23/05/2019 11:26
THE CAKE CREW  LIMITED,"Units 11-12 Enterprise Park,
Bala,
Gwynedd,
LL23 7NL",7738348,10720,7,3,7,-5,22,5,45,55,45,55,60,40,58,42,,Terri Roberts (HR Manager),250 to 499,THE CAKE CREW LIMITED,FALSE,05/04/2020 00:00,17/04/2019 13:40
THE CELTIC MANOR RESORT LIMITED,"Coldra Woods,
Newport,
Gwent,
NP18 1HQ",8428620,55100,14.1,7.3,67,0,31,26,42.9,57.1,41.7,58.3,48,52,65.3,34.7,,Dylan Matthews (COO),1000 to 4999,THE CELTIC MANOR RESORT LIMITED,FALSE,05/04/2020 00:00,18/07/2019 15:39
THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,,RC000758,,17.7,6.8,nan,,0,2.2,29.3,70.7,25.9,74.1,22.2,77.8,43.2,56.8,https://www.cipd.co.uk/about/who-we-are/cipd-gender-pay-gap-report,Brad Taylor (Director of People and OD),250 to 499,THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,FALSE,05/04/2020 00:00,15/11/2019 09:48
THE CHESHIRE AND GREATER MANCHESTER COMMUNITY REHABILITATION COMPANY LIMITED,"Interserve House Ruscombe Park,
Ruscombe,
Reading,
England,
RG10 9JU",8802524,84230,3.9,2,nan,,0,0,17.3,82.7,31.7,68.3,32.7,67.3,32,68,https://www.interserve.com/docs/default-source/about/policies/gender-pay-and-bonus-gap-data-2019.pdf,Debbie White (Chief Executive Officer),250 to 499,THE CHESHIRE AND GREATER MANCHESTER COMMUNITY REHABILITATION COMPANY LIMITED,FALSE,05/04/2020 00:00,01/10/2019 14:21
The College of West Anglia,"Tennyson Avenue,
King's Lynn,
Norfolk,
PE30 2QW",,"1,
85320",17.4,22.4,nan,,0,0,29,71,20,80,37,63,48,52,,None,500 to 999,The College of West Anglia,FALSE,31/03/2020 00:00,18/12/2019 16:19
THE COMMUNITY HOUSING GROUP LIMITED,"3 Foley Grove,
Foley Business Park,
Kidderminster,
Worcestershire,
DY11 7PT",4682354,55900,21.6,25.1,-14.8,52.2,0.9,1.8,41.6,58.4,26.4,73.6,46.4,53.6,68.8,31.2,https://www.communityhg.com/about/openness/company-managed.php,Andrew Foster (Group Chair),500 to 999,THE COMMUNITY HOUSING GROUP LIMITED,FALSE,05/04/2020 00:00,30/01/2020 08:14
THE CONSORTIUM MULTI-ACADEMY TRUST,"Ground Floor Office  27 Norwich Road,
Norwich Road,
Halesworth,
England,
IP19 8BX",10255142,85200,3.9,13.7,nan,,0,0,7.5,92.5,11.3,88.7,35.9,64.1,14.8,85.2,https://consortiumacademy.co.uk/suffolk/primary/consortium-mat,Andrew Aalders-Dunthorne (CEO),Less than 250,THE CONSORTIUM MULTI-ACADEMY TRUST,FALSE,05/04/2020 00:00,21/11/2019 11:11
THE CO-OPERATIVE BANK P.L.C.,"PO BOX 101,
1 Balloon Street,
Manchester,
M60 4EP",990937,64191,32.9,22.6,11.2,47.7,0.5,0.1,35.2,64.8,33.3,66.7,40.1,59.9,59.9,40.1,https://www.co-operativebank.co.uk/assets/pdf/bank/aboutus/ourbusiness/Women_In_Finance_Report_2019.pdf,Andrew Bester (Chief Executive),1000 to 4999,THE CO-OPERATIVE BANK P.L.C.,FALSE,05/04/2020 00:00,07/01/2020 11:04
THE CUMBRIA AND LANCASHIRE COMMUNITY REHABILITATION COMPANY LIMITED,"One,
Southampton Row,
London,
WC1B 5HA",8802569,84230,4.9,4.8,24.4,66.7,7,12,19,81,32,68,33,67,33,67,https://uk.sodexo.com/positive-impact/promoting-inclusive-culture/gender-balance.html,Sarah Perry (Human Resources Director UK&I Region & Global Head of HR Service Operations),250 to 499,THE CUMBRIA AND LANCASHIRE COMMUNITY REHABILITATION COMPANY LIMITED,FALSE,05/04/2020 00:00,26/11/2019 10:17
The David Lewis Centre,"Mill Lane,
Warford,
Alderley Edge,
Cheshire,
SK9 7UD",2537501,"85590,
87200,
87300,
88990",1.9,-1.6,nan,,0,0,33.8,66.2,39.7,60.3,35.2,64.8,30.1,69.9,https://www.davidlewis.org.uk/about-us/gender-pay-gap/,Danny Rushton (Human Resources Manager),500 to 999,THE DAVID LEWIS CENTRE,FALSE,05/04/2020 00:00,25/11/2019 11:12
THE DIOCESE OF GLOUCESTER ACADEMIES TRUST,"3 College Green,
Gloucester,
England,
GL1 2LR",8149299,85600,32.1,47.4,nan,,0,0,3.5,96.5,3.5,96.5,6.6,93.4,10.6,89.4,https://www.dgat.org.uk/key-mat-information,Rachel Howie (CEO),500 to 999,THE DIOCESE OF GLOUCESTER ACADEMIES TRUST,FALSE,05/04/2020 00:00,06/02/2020 12:12
The Education Village Academy Trust,"The Education Village,
Salters Lane South,
Darlington,
County Durham,
DL1 2AN",7748248,"1,
85200,
85310,
85590,
85600",22.2,26.8,nan,,0,0,9.2,90.8,22.4,77.6,22.4,77.6,34.7,65.3,,None,250 to 499,THE EDUCATION VILLAGE ACADEMY TRUST,FALSE,31/03/2020 00:00,28/10/2019 08:59
The Financial Conduct Authority,"12 Endeavour Square,
London,
England,
E20 1JN",1920623,"1,
80300,
84110,
84130",17.8,20.6,20.5,23.5,71,76,35,65,43,57,57,43,61,39,https://www.fca.org.uk/about/corporate-responsibility/diversity-inclusion/our-gender-pay-gap,None,1000 to 4999,THE FINANCIAL CONDUCT AUTHORITY,FALSE,31/03/2020 00:00,30/07/2019 14:46
THE FIRST FEDERATION TRUST,"Blackpool C Of E Primary School,
Liverton,
Newton Abbot,
Devon,
TQ12 6JB",7819870,85200,36.5,61.9,nan,,0,0,4.2,95.8,2.5,97.5,13.3,86.7,18.5,81.5,https://www.firstfederation.org/key-information/,None,250 to 499,THE FIRST FEDERATION TRUST,FALSE,31/03/2020 00:00,28/01/2020 09:15
The Governing Body for Carisbrooke College and Medina College,"Medina College,
Fairlee Road,
Newport, Isle of Wight,
PO302DX",,"1,
85310",20.5,21.8,nan,,0,0,29,71,28,72,28,72,44,56,http://www.medina.iow.sch.uk/index.php/info/data-and-policies/gender-pay-gap-report,None,250 to 499,The Governing Board of the Isle of Wight Education Federation,FALSE,31/03/2020 00:00,27/11/2019 11:52
THE GRACE EYRE FOUNDATION,"36 Montefiore Road,
Hove,
East Sussex,
BN3 6EP",2806429,88100,4.3,0,nan,,0,0,42.1,57.9,50,50,38.2,61.8,52,48,,Eva Eriksson (Chief Executive),250 to 499,THE GRACE EYRE FOUNDATION,FALSE,05/04/2020 00:00,05/09/2019 14:55
THE HAMPSHIRE AND ISLE OF WIGHT COMMUNITY REHABILITATION COMPANY LIMITED,"Interserve House Ruscombe Park,
Ruscombe,
Reading,
England,
RG10 9JU",8802540,"84230,
84240",-2.4,0,nan,,0,2.9,11.9,88.1,33.3,66.7,38.1,61.9,14.6,85.4,https://www.interserve.com/docs/default-source/about/policies/gender-pay-and-bonus-gap-data-2019.pdf,Debbie White (Chief Executive Officer),Less than 250,THE HAMPSHIRE AND ISLE OF WIGHT COMMUNITY REHABILITATION COMPANY LIMITED,FALSE,05/04/2020 00:00,01/10/2019 14:01
"THE HUMBERSIDE, LINCOLNSHIRE AND NORTH YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED","Interserve House,
Ruscombe Park, Twyford,
Reading,
Berks,
England,
RG10 9JU",8802522,84230,4.6,-6.1,100,100,1.4,0,26.3,73.7,42.9,57.1,14.3,85.7,35.7,64.3,https://www.interserve.com/docs/default-source/about/policies/gender-pay-and-bonus-gap-data-2019.pdf,Debbie White (Chief Executive Officer),Less than 250,"THE HUMBERSIDE, LINCOLNSHIRE AND NORTH YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED",FALSE,05/04/2020 00:00,01/10/2019 14:48
The Information Commissioner's Office,"Wycliffe House,
Water Lane,
Wilmslow,
Cheshire,
United Kingdom,
SK9 5AF",,"1,
84110",8.9,0.5,7.7,21.8,43,54.9,35.8,64.2,64.4,35.6,35.3,64.7,43.3,56.7,,None,500 to 999,The Information Commissioner's Office,FALSE,31/03/2020 00:00,27/01/2020 12:13
THE JPM GROUP COMPANIES LTD,"126 Rickmansworth Road,
Watford,
WD18 7WR",5504892,81210,-0.4,0,-47,-100,1.2,2.1,26,74,34,66,39.3,60.7,31.2,68.8,http://www.thejpmgroup.com,Paul Martindale (Director),500 to 999,THE JPM GROUP COMPANIES LTD,FALSE,05/04/2020 00:00,20/08/2019 15:50
The King Edmund School,"Vaughan Close,
Rochford,
Essex,
SS4 1TL",,"1,
85310",26,53,nan,,0,0,12,88,16,84,16,84,35,65,,None,Less than 250,The King Edmund School,FALSE,31/03/2020 00:00,22/01/2020 09:01
THE LADY ELEANOR HOLLES SCHOOL,"The Bursary The Lady Eleanor Holles School,
Hanworth Road,
Hampton,
Middlesex,
TW12 3HF",6871042,"85200,
85310",-2.5,-11,nan,,0,0,35.7,64.3,25.7,74.3,21.7,78.3,21.7,78.3,https://www.lehs.org.uk/about/school-policies,Michael Berkowitch (Director of Finance and Operations),250 to 499,THE LADY ELEANOR HOLLES SCHOOL,FALSE,05/04/2020 00:00,10/01/2020 12:16
The Latymer Foundation at Hammersmith,"Latymer Upper School,
237 King Street,
London,
W6 9LR",,"85200,
85310",10.4,13.5,3.3,32,12,7,39,61,38,62,50,50,56,44,https://www.latymerfoundation.org/the-foundation/facts-and-figures,Tricia Howarth (Director of Human Resources),250 to 499,The Latymer Foundation at Hammersmith,FALSE,05/04/2020 00:00,03/02/2020 17:38
THE LOWRY CENTRE LIMITED,"The Lowry,
Pier 8,
Salford Quays,
M50 3AZ",3255905,90040,11.8,0,nan,,0,0.8,39.3,60.7,33.9,66.1,42.9,57.1,60,40,,Jonathan Brabbin (Company Secretary),Less than 250,THE LOWRY CENTRE LIMITED,FALSE,05/04/2020 00:00,15/11/2019 12:11
The Lowry Centre Trust,"The Lowry,
Pier 8,
Salford Quays,
M50 3AZ",3168108,"90010,
90030,
90040,
91020",7.4,12.2,0.4,0.4,6.7,3.2,26,74,41,59,59,41,41,59,,Jonathan Brabbin (Company Secretary),Less than 250,THE LOWRY CENTRE TRUST,FALSE,05/04/2020 00:00,15/11/2019 12:14
THE MANCHESTER GRAMMAR SCHOOL FOUNDATION TRUSTEE LIMITED,"Manchester Grammar School,
Old Hall Lane,
Manchester,
M13 0XT",9156289,"85200,
85310",12.9,12.8,-21,-21,1.4,0.6,32.5,67.5,46,54,44.8,55.2,60.5,39.5,https://www.mgs.org/3663/gender-pay-gap-report,Gillian Batchelor (Bursar),250 to 499,THE MANCHESTER GRAMMAR SCHOOL FOUNDATION TRUSTEE LIMITED,FALSE,05/04/2020 00:00,30/01/2020 12:34
THE MEAD ACADEMY TRUST,"The Mead Community Primary School Hackett Place,
Hilperton,
Trowbridge,
Wiltshire,
BA14 7GN",8024396,85200,-0.8,3.3,nan,,0,0,9,91,6.1,93.9,7.5,92.5,10.5,89.5,https://www.themeadtrust.org/,None,250 to 499,THE MEAD ACADEMY TRUST,FALSE,31/03/2020 00:00,21/01/2020 11:50
THE MERSEYSIDE COMMUNITY REHABILITATION COMPANY LIMITED,"Interserve House Ruscombe Park,
Ruscombe,
Reading,
England,
RG10 9JU",8802525,84240,4.7,3.8,100,100,1.7,0,17.2,82.8,26.3,73.7,25.9,74.1,24.6,75.4,https://www.interserve.com/docs/default-source/about/policies/gender-pay-and-bonus-gap-data-2019.pdf,Debbie White (Chief Executive Officer),250 to 499,THE MERSEYSIDE COMMUNITY REHABILITATION COMPANY LIMITED,FALSE,05/04/2020 00:00,01/10/2019 14:39
The National Assembly for Wales Commission (Comisiwn Cynulliad Cenedlaethol Cymru),"Cardiff Bay,
Cardiff,
CF99 1NA",,"1,
84110",-8.5,-21.3,nan,,0,0,57.4,42.6,58.3,41.7,42.6,57.4,43.5,56.5,http://www.assembly.wales/NAfW%20Documents/Equal%20Pay%20Audit%20and%20Gender%20Pay%20Gap%20Reporting%202019-e.pdf,None,250 to 499,The National Assembly for Wales Commission (Comisiwn Cynulliad Cenedlaethol Cymru),FALSE,31/03/2020 00:00,06/09/2019 10:44
The National Maritime Museum,"Park Row,
Greenwich,
London,
London,
United Kingdom,
SE10 9NF",,91020,1.6,-3.3,39.8,2.9,17.2,21.9,42,58,47,53,42,58,42,58,https://www.rmg.co.uk/work-services/what-we-do/policies-procedures/museum-policies,"Andy Bodle (Director, Operations and HR)",500 to 999,The National Maritime Museum,FALSE,05/04/2020 00:00,05/02/2020 14:48
The National Trust For Places of Historic Interest or Natural Beauty,"Heelis,
Kemble Drive,
Swindon,
SN2 2NA",,91030,11.1,10.9,21.8,0,5.4,3.3,71.7,28.3,71.5,28.5,62.9,37.1,58.8,41.2,https://www.nationaltrust.org.uk/features/gender-pay-gap-report,Tina Lewis (Director of People and Legal Services),"5000 to 19,999",The National Trust For Places of Historic Interest or Natural Beauty,FALSE,05/04/2020 00:00,17/12/2019 10:51
THE NHS CONFEDERATION,"15th Floor Portland House,
Bressenden Place,
London,
England,
SW1E 5BH",4358614,94110,19.4,7.4,1.8,0,8,17,30,70,25,75,32,68,38,62,,"Marie Pritchard (Assistant Director, HR & OD)",Less than 250,THE NHS CONFEDERATION,FALSE,05/04/2020 00:00,14/06/2019 16:46
The Office for Nuclear Regulation,"Redgrave Court,
Merton Road,
Liverpool,
L20 7HS",,"1,
84110",27,41.1,-9.5,0,25.4,28.6,35.2,64.8,65,35,79.9,20.1,83,17,http://news.onr.org.uk/2019/07/onr-publishes-third-gender-pay-report/,None,500 to 999,The Office for Nuclear Regulation,FALSE,31/03/2020 00:00,19/07/2019 10:03
THE OMBUDSMAN SERVICE LIMITED,"3300 Daresbury Park,
Daresbury,
Warrington,
England,
WA4 4HS",4351294,74909,7.8,3.1,-0.1,0,27.9,30.2,32.7,67.3,44.1,55.9,44.5,55.5,44.5,55.5,https://www.ombudsman-services.org/gender-pay-report,Joanna Jepson (Director of People & Change),250 to 499,THE OMBUDSMAN SERVICE LIMITED,FALSE,05/04/2020 00:00,27/11/2019 10:41
THE RANDOM HOUSE GROUP LIMITED,"20 Vauxhall Bridge Road,
London,
SW1V 2SA",954009,58110,7.5,-2,33.5,4.2,89.2,85.9,54.1,45.9,29.7,70.3,32.9,67.1,47.8,52.2,https://www.penguin.co.uk/company/about-us/notices/gender-pay-gap-reports.html,Val Garside (HR Director),1000 to 4999,THE RANDOM HOUSE GROUP LIMITED,FALSE,05/04/2020 00:00,25/07/2019 12:06
THE RESTAURANT CHAIN LIMITED,"Dickens House,
Guithavon Street,
Witham,
Essex,
CM8 1BJ",8507440,56103,0,0,nan,,0,0,50,50,50,50,50,50,50,50,,Tina Gill (PA),Less than 250,THE RESTAURANT CHAIN LIMITED,FALSE,05/04/2020 00:00,03/02/2020 12:45
THE RODILLIAN MULTI ACADEMY TRUST,"The Rodillian Academy Longthorpe Lane,
Lofthouse,
Wakefield,
West Yorkshire,
WF3 3PS",7990619,85310,13.8,5,nan,,0,0,29.9,70.1,31.2,68.8,29.5,70.5,40.3,59.7,http://www.rodillianacademytrust.co.uk/wp-content/uploads/2020/01/Gender-pay-Gap-Report-as-at-March-2019.pdf,None,250 to 499,THE RODILLIAN MULTI ACADEMY TRUST,FALSE,31/03/2020 00:00,07/01/2020 12:40
the roman catholic diocese of westminster,"Vaughan House,
46 Francis Street,
London,
SW1P 1QN",233699,,17.3,9.4,nan,,0,0,24.3,75.7,16.7,83.3,23.9,76.1,33.9,66.1,https://rcdow.org.uk/att/files/hr/gender%20pay%20gap%20report%202019.pdf,Robert Walker (HR Director),1000 to 4999,the roman catholic diocese of westminster,FALSE,05/04/2020 00:00,15/01/2020 14:35
The Royal Cornwall Hospital,"Bedruthan House,
Treliske,
Truro,
Cornwall,
United Kingdom,
TR1 3LJ",,"1,
86210",22.1,9.8,89.7,97.9,11.5,16.2,21.7,78.3,19.3,80.7,16.8,83.2,37.7,62.3,https://doclibrary-rcht.cornwall.nhs.uk/DocumentsLibrary/RoyalCornwallHospitalsTrust/Websites/Internet/OurOrganisation/EqualityAndDiversity/SchemeAndReports/AnnualEqualityReport201819.pdf,None,"5000 to 19,999",The Royal Cornwall Hospital,FALSE,31/03/2020 00:00,22/01/2020 12:10
The Royal Masonic School for Girls,"PO BOX 356,
Rickmansworth Park,
Rickmansworth,
Hertfordshire,
WD3 4HF",1339867,"1,
1,
85310",-0.6,-25.7,nan,,0,0,17,83,25,75,11,89,16,84,https://www.rmsforgirls.org.uk/userfiles/rmsmvc/documents/AboutUs/Policies/2019-11/Gender%20Pay%20Report%202019.pdf,None,250 to 499,THE ROYAL MASONIC SCHOOL FOR GIRLS,FALSE,31/03/2020 00:00,13/11/2019 11:00
THE ROYAL PHARMACEUTICAL SOCIETY OF GREAT BRITAIN,,RC000799,,19.1,13.1,50.9,33.3,17.7,14,30.4,69.6,21.8,78.2,36.4,63.6,53.6,46.4,https://www.rpharms.com/about-us/rps-gender-pay-gap/2019,Helen Gray (Head of People),Less than 250,THE ROYAL PHARMACEUTICAL SOCIETY OF GREAT BRITAIN,FALSE,05/04/2020 00:00,04/10/2019 12:07
THE SOUTHERN CO-OPERATIVE LIMITED,,IP01591R,,10,6,36,12,57,69,44,56,21,79,39,61,45,55,https://www.thesouthernco-operative.co.uk/southern-co-op-gender-pay-gap-2019/,Sarah Kavanagh (Business Transformation & HR Director),1000 to 4999,THE SOUTHERN CO-OPERATIVE LIMITED,FALSE,05/04/2020 00:00,25/11/2019 10:14
The Symphony Group PLC,"Pen Hill Estate,
Park Spring Road,
Barnsley,
South Yorkshire,
S72 7EZ",1022506,31020,17.6,17.7,-2.2,-44.9,35.2,39.6,51.7,48.3,72.8,27.2,87.9,12.1,77.5,22.5,,Richard Bunton (Managing Director),1000 to 4999,THE SYMPHONY GROUP PLC,FALSE,05/04/2020 00:00,01/07/2019 14:48
THE TED WRAGG MULTI ACADEMY TRUST,"Cranbrook Education Campus Tillhouse Road,
Cranbrook,
Exeter,
United Kingdom,
EX5 7EE",8545109,"85100,
85200,
85310",24.7,46.9,nan,,0,0,9.1,90.9,15,85,26.1,73.9,40.5,59.5,https://www.tedwraggtrust.co.uk/financial-and-legal/,None,500 to 999,THE TED WRAGG MULTI ACADEMY TRUST,FALSE,31/03/2020 00:00,27/01/2020 17:16
THE THREE RIVERS LEARNING TRUST,"Time Central,
32 Gallowgate,
Newcastle Upon Tyne,
Tyne And Weare,
United Kingdom,
NE1 4BF",7838203,"85200,
85310",16.6,38.6,nan,,0,0,16.1,83.9,20.9,79.1,26.4,73.6,27.6,72.4,https://www.the3rivers.net/our-governance/key-governing-documents,Mark Tait (Chief Operating Officer),250 to 499,THE THREE RIVERS LEARNING TRUST,FALSE,05/04/2020 00:00,18/09/2019 13:12
The Two Counties Trust,"Ashfield School,
Sutton Road,
Kirby In Ashfield,
Nottinghamshire,
NG17 8HP",7972029,"1,
85310",16,24.4,nan,,0,0,19,81,34,66,30,70,45,55,,None,1000 to 4999,THE TWO COUNTIES TRUST,FALSE,31/03/2020 00:00,12/08/2019 15:18
The University of Lincoln,"Brayford Pool,
Lincoln,
LN6 7TS",,"1,
85421",17.4,11.1,-1.5,1.6,5.5,2.3,27.8,72.2,43.9,56.1,63.1,36.9,51.4,48.6,https://hr.blogs.lincoln.ac.uk/equality/reports/,None,1000 to 4999,The University of Lincoln,FALSE,31/03/2020 00:00,13/12/2019 16:07
THE WELLCOME TRUST LIMITED,"Gibbs Building,
215 Euston Road,
London,
England,
NW1 2BE",2711000,96090,29.1,17.3,87.9,12.5,74.2,71.9,27.7,72.3,25,75,35.4,64.6,48.5,51.5,https://wellcome.ac.uk/news/wellcomes-pay-gap-data-2019,Jeremy Farrar (Director),500 to 999,THE WELLCOME TRUST LIMITED,FALSE,05/04/2020 00:00,08/10/2019 09:43
THE WENSUM TRUST,"Middletons Lane,
Hellesdon,
Norwich,
Norfolk,
NR6 5SB",7982312,85310,23,34.8,nan,,0,0,13,87,19.1,80.9,31.2,68.8,29.3,70.7,http://www.wensumtrust.org.uk/key-documents-policies/,None,500 to 999,THE WENSUM TRUST,FALSE,31/03/2020 00:00,24/01/2020 10:08
THE WEST YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED,"Interserve House Ruscombe Park,
Ruscombe,
Reading,
England,
RG10 9JU",8802523,84230,1.4,11.2,nan,,0,0,14.5,85.5,34.7,65.3,46.7,53.3,25.3,74.7,https://www.interserve.com/docs/default-source/about/policies/gender-pay-and-bonus-gap-data-2019.pdf,Debbie White (Chief Executive Officer),250 to 499,THE WEST YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED,FALSE,05/04/2020 00:00,01/10/2019 14:12
THE WESTBURY HOTEL LIMITED,"Flat 1,
1-2 Coach And Horses Yard,
London,
W1S 2EH",4284249,55100,8.6,10.4,nan,,0,0,40,60,54,46,57,43,67,33,,Liliana Gutierrez (Director of Human Resources),250 to 499,THE WESTBURY HOTEL LIMITED,FALSE,05/04/2020 00:00,29/07/2019 10:10
The White Horse Care Trust,"Delta 603 Delta Business Park,
Welton Road,
Swindon,
Wiltshire,
England,
SN5 7XF",2513929,"87100,
87200",3.1,3.2,nan,,0,0,10.5,89.5,19,81,19,81,10.5,89.5,,Yvonne Davis (HR Manager),250 to 499,THE WHITE HORSE CARE TRUST,FALSE,05/04/2020 00:00,22/05/2019 17:53
THE WILDFOWL & WETLANDS TRUST,"Slimbridge,
Gloucester,
GL2 7BT",2882729,91040,14.9,11.6,nan,,0,0,33.3,66.7,42.2,57.8,36.7,63.3,53.7,46.3,http://www.wwt.org.uk/,John Rew (Director of Finance and Support Services),500 to 999,THE WILDFOWL & WETLANDS TRUST,FALSE,05/04/2020 00:00,20/12/2019 12:36
THOMAS OF YORK LIMITED,"St Aelreds,
Gilling East,
York,
YO62 4HR",752911,10710,43.9,13.2,-21.3,30.8,85.2,85.5,25.6,74.4,3.9,96.1,33.8,66.2,47.4,52.6,https://www.thomasthebaker.co.uk/inc/uploads/gender-pay-report-2019.pdf,John Thomas (Chairman),250 to 499,THOMAS OF YORK LIMITED,FALSE,05/04/2020 00:00,03/01/2020 11:06
THOMAS TELFORD MULTI ACADEMY TRUST,"Thomas Telford School,
Old Park,
Telford,
Shropshire,
TF3 4NW",4798185,"85310,
85320",20.4,26.6,36.7,87.5,72.6,53.6,13.2,86.8,23.8,76.2,37.6,62.4,35.6,64.4,,None,500 to 999,THOMAS TELFORD MULTI ACADEMY TRUST,FALSE,31/03/2020 00:00,23/01/2020 13:02
THORN BAKER LIMITED,"4th Floor The Hub,
40 Friar Lane,
Nottingham,
NG1 6DQ",2470455,78200,11.7,-18.6,82.4,92.8,24.4,42.1,71,29,74,26,50,50,62,38,https://www.thornbaker.co.uk/about/gender-pay-report,Madison Richards (Financial Controller),500 to 999,THORN BAKER LIMITED,FALSE,05/04/2020 00:00,29/10/2019 08:41
Thurrock Borough Council,"Civic Offices,
New Road,
Grays,
RM17 6SL",,"1,
84110",11.5,9.7,nan,,0,0,26,74,26.9,73.1,30.1,69.9,39.6,60.4,"https://www.thurrock.gov.uk/what-we-spend/council-pay

https://www.thurrock.gov.uk/sites/default/files/assets/documents/gender-pay-gap-2020-v01.pdf",None,1000 to 4999,Thurrock Borough Council,FALSE,31/03/2020 00:00,04/02/2020 10:20
TILLERY VALLEY FOODS LIMITED,"One,
Southampton Row,
London,
WC1B 5HA",2065462,10890,9.4,15.7,16.9,25,86,80,41,59,75,25,84,16,83,17,https://uk.sodexo.com/positive-impact/promoting-inclusive-culture/gender-balance.html,Sarah Perry (Human Resources Director UK&I Region & Global Head of HR Service Operations),250 to 499,TILLERY VALLEY FOODS LIMITED,FALSE,05/04/2020 00:00,26/11/2019 10:21
TIME-OUT SERVICES LIMITED,"21 Tiviot Dale,
Lancashire Gate,
Stockport,
England,
SK1 1TD",5690483,81210,-2.2,0,nan,,0,0,5,95,5.8,94.2,72.7,27.3,28.9,71.1,,Dawn Ballard (Director),250 to 499,TIME-OUT SERVICES LIMITED,FALSE,05/04/2020 00:00,28/08/2019 14:17
TITHEGROVE LIMITED,"Marshgate House,
Marshgate,
Swindon,
Wiltshire,
SN1 2PA",1802721,"41202,
43999",10.7,17.1,0,0,64,0,86.4,13.6,94.4,5.6,95.5,4.5,96.6,3.4,http://www.tithegrove.co.uk/about-us/#policies,Sally Low (Finance Director),250 to 499,TITHEGROVE LIMITED,FALSE,05/04/2020 00:00,07/02/2020 11:01
TNT EXPRESS ICS LIMITED,"Tnt Express House,
Holly Lane,
Atherstone,
England,
CV9 2RY",6058166,62090,20.4,24,23,12.1,18.5,11.7,49,51,63,37,64,36,79,21,,Steve Wilkins (MD HR Services UK & Ireland),250 to 499,TNT EXPRESS ICS LIMITED,FALSE,05/04/2020 00:00,31/01/2020 13:52
TNT UK LIMITED,"Tnt Express House,
Holly Lane,
Atherstone,
England,
CV9 2RY",1628530,49410,3.8,7.1,-37.3,30.1,81.7,53,59,41,87,13,92,8,82,18,https://www.tnt.com/express/en_gb/site/gender-pay.html,Steve Wilkins (MD HR Services UK & Ireland),"5000 to 19,999",TNT UK LIMITED,FALSE,05/04/2020 00:00,04/02/2020 11:02
